"","Name",""
"mmu:108161","Fam50b","3.14596328387443"
"mmu:381337","Fam178b","3.14596328387443"
"mmu:52020","Umodl1","3.14596328387443"
"mmu:72607","Usp13","3.14596328387443"
"mmu:75861","4930571K23Rik","3.14596328387443"
"mmu:20400","Sh2d1a","3.14596284736796"
"mmu:64337","Gng13","3.14596284736796"
"mmu:212541","Rho","3.14596284736796"
"mmu:78376","Sapcd1","3.14596284736796"
"mmu:73458","1700055N04Rik","3.14596284736796"
"mmu:242505","Rasef","3.14596284736796"
"mmu:214158","Trim38","3.14596284736796"
"mmu:319909","Ism1","3.14596284736796"
"mmu:26972","Spo11","3.1459624020161"
"mmu:66727","Hrasls5","3.1459624020161"
"mmu:211651","Fancd2","3.1459624020161"
"mmu:69480","Ttc9","3.1459624020161"
"mmu:18599","Padi1","3.14337410742656"
"mmu:231727","B3gnt4","3.14337410742656"
"mmu:233246","Ano5","3.14337410742656"
"mmu:67405","Nts","3.14030430783532"
"mmu:77577","Spns3","3.13970225835484"
"mmu:13134","Dach1","3.13970225835484"
"mmu:171194","Vmn1r4","3.13970225835484"
"mmu:238161","Akap6","3.13607928556031"
"mmu:20521","Slc22a12","3.13378663520855"
"mmu:12075","Bfsp1","3.13360879921803"
"mmu:446101","Xrra1","3.13343246075871"
"mmu:381816","4922502D21Rik","3.1314562351962"
"mmu:20419","Shcbp1","3.12984638796097"
"mmu:231932","Gimap7","3.12624665345947"
"mmu:105785","Kdelr3","3.12449486768997"
"mmu:22696","Zfp37","3.12364394155189"
"mmu:74377","Hsf2bp","3.09929460810766"
"mmu:16518","Kcnj2","3.09419091769163"
"mmu:23886","Gdf15","3.08172868993766"
"mmu:257632","Nod2","3.0360076321365"
"mmu:381484","Gm5150","3.00682278061635"
"mmu:17395","Mmp9","2.99924373488371"
"mmu:15013","H2-Q2","2.99119334590055"
"mmu:105298","Epdr1","2.99099408717831"
"mmu:66329","Susd3","2.97526445345887"
"mmu:16869","Lhx1","2.96461485517286"
"mmu:14128","Fcer2a","2.96186724040559"
"mmu:53314","Batf","2.96168557640555"
"mmu:268354","Fam19a2","2.95327753905662"
"mmu:58242","Nudt11","2.94911312206229"
"mmu:83672","Sytl3","2.92521283441835"
"mmu:15366","Hmmr","2.92102758899606"
"mmu:73690","Glipr1","2.91576363637781"
"mmu:73293","Ccdc103","2.90978708454167"
"mmu:58210","Sectm1b","2.90458967076352"
"mmu:621100","Rpl27-ps3","2.90436967970246"
"mmu:64706","Scube1","2.89356976531281"
"mmu:24012","Rgs7","2.89177291214981"
"mmu:19215","Ptgds","2.88756707470842"
"mmu:209737","Kif15","2.88506579018341"
"mmu:14378","G6pc2","2.88412077308843"
"mmu:77337","Akr1c21","2.88412077308843"
"mmu:103978","Gpc5","2.88412077308843"
"mmu:328845","Acsbg2","2.88412077308843"
"mmu:225600","Pde6a","2.88412077308843"
"mmu:78784","Celf3","2.88412077308843"
"mmu:67690","Prss37","2.88412077308843"
"mmu:21953","Tnni2","2.88412077308843"
"mmu:69824","Glod5","2.88412077308843"
"mmu:75125","4930513O06Rik","2.88412077308843"
"mmu:15110","Hand1","2.88412077308843"
"mmu:110957","D1Pas1","2.88412077308843"
"mmu:94244","Fkbp6","2.88412077308843"
"mmu:12309","S100g","2.88412077308843"
"mmu:242726","Padi6","2.88412077308843"
"mmu:67313","5730559C18Rik","2.88412077308843"
"mmu:229801","Tram1l1","2.88412077308843"
"mmu:382097","Gm1123","2.88412077308843"
"mmu:14432","Gap43","2.88412077308843"
"mmu:70069","H1fnt","2.88412077308843"
"mmu:244202","Nlrp10","2.88412077308843"
"mmu:319930","Ceacam19","2.88412077308843"
"mmu:233079","Ffar2","2.88412077308843"
"mmu:258914","Olfr211","2.88412077308843"
"mmu:272009","Srsf12","2.88412077308843"
"mmu:319767","Atp10b","2.88412077308843"
"mmu:258463","Olfr1393","2.88412077308843"
"mmu:69397","1700019A02Rik","2.88412077308843"
"mmu:12391","Cav3","2.88412077308843"
"mmu:170788","Crb1","2.88412077308843"
"mmu:621893","Hist2h2ab","2.88412077308843"
"mmu:21407","Tcf15","2.88412077308843"
"mmu:11464","Actc1","2.88412077308843"
"mmu:319168","Hist1h2ah","2.88412077308843"
"mmu:268949","Dpcr1","2.88412077308843"
"mmu:243816","Gp6","2.88412077308843"
"mmu:140474","Muc4","2.88412077308843"
"mmu:100502876","Kcnmb3","2.88412077308843"
"mmu:70045","2610528A11Rik","2.88412077308843"
"mmu:100463512","Gm20594","2.88412077308843"
"mmu:57264","Retn","2.88408572430039"
"mmu:239017","Ogdhl","2.88408572430039"
"mmu:625311","Gm6576","2.88408572430039"
