Sample,ND_Veh_1,ND_Veh_2,ND_Veh_3,ND_Veh_4,HFD_Veh_1,HFD_Veh_2,HFD_Veh_3,HFD_Veh_4,HFD_Tx_1,HFD_Tx_2,HFD_Tx_3,HFD_Tx_4,Bsl_1,Bsl_2,Bsl_3,Bsl_4
dimethyl sulfone,"557,956,992","793,698,240","1,006,011,904","891,457,088","1,029,851,008","850,117,888","984,489,216","948,140,032","769,389,056","1,040,115,584","969,507,648","649,729,280","63,878,376","54,208,476","53,743,816","70,914,624"
dimethylarginine (SDMA + ADMA),"121,940,744","105,570,176","112,345,208","97,560,776","107,169,568","116,149,744","100,979,232","142,165,040","98,406,216","83,841,392","99,390,432","88,785,592","63,907,952","56,658,264","56,546,704","107,066,776"
dimethylglycine,"76,394,040","61,323,720","91,157,152","74,364,224","78,618,992","87,738,064","71,468,320","51,856,508","71,010,440","71,298,328","86,916,480","45,241,064","66,053,100","61,163,780","62,883,528","91,278,016"
docosadienoate (22:2n6),"4,795,225","3,029,218","4,201,348","2,638,267","4,596,053","3,584,351","4,629,550","4,141,301","4,989,290","3,531,734","2,521,355","3,216,567","1,297,783","1,830,496","2,111,561","2,725,584"
docosahexaenoate (DHA; 22:6n3),"511,256,800","387,556,000","401,770,560","441,586,688","333,558,944","453,515,392","450,473,824","486,415,840","314,668,704","222,124,672","246,791,376","262,988,112","132,902,592","196,870,960","277,556,416","283,678,080"
docosapentaenoate (n3 DPA; 22:5n3),"69,837,128","54,998,068","67,104,816","65,011,092","45,740,744","42,459,056","56,023,464","38,572,168","32,836,416","20,601,600","16,957,844","21,056,636","17,408,868","27,011,940","35,824,788","35,855,508"
docosapentaenoate (n6 DPA; 22:5n6),"30,265,766","26,155,148","21,636,722","20,813,218","55,276,896","95,220,504","79,237,568","96,020,568","80,295,312","61,969,920","78,011,728","82,193,448","16,941,110","16,796,308","24,760,036","25,287,276"
docosatrienoate (22:3n3),"4,233,130","2,155,286","3,530,549","2,040,882","1,767,590","815,585","2,244,843","1,806,339","2,220,706","2,222,497","1,747,576","1,608,596","481,135","591,747","640,153",
dodecanedioate,"190,842","164,137","198,083","88,589","201,523","235,636","269,197","115,137","235,144","153,342","322,775","257,786","251,900","175,679","187,001","239,793"
eicosanodioate,"354,494","292,873","260,099","291,694","966,857","339,813","379,039","351,191","487,512","306,603","313,360","309,228","253,757","287,687","272,332","318,765"
eicosapentaenoate (EPA; 20:5n3),"68,957,928","70,667,376","62,284,232","93,844,456","23,560,428","25,625,508","31,918,806","21,029,836","18,307,236","14,257,076","10,977,053","12,852,834","24,506,344","32,910,920","49,846,776","44,477,412"
eicosenoate (20:1),"154,164,528","124,898,504","145,613,568","133,234,696","299,615,040","191,394,480","296,979,584","243,706,144","269,551,424","137,079,952","153,044,528","160,672,224","57,783,216","79,972,024","85,256,408","110,139,128"
equol glucuronide,"1,509,864","1,137,726","1,180,100","2,058,041",,,,,,,,,"758,512","1,859,197","1,088,157","2,532,860"
equol sulfate,"40,838,452","27,439,716","32,518,058","29,816,252","403,872","345,308","276,245","144,746","60,813","52,455",,"51,126","16,010,692","32,222,248","20,545,772","38,568,936"
ergothioneine,"1,739,798","2,295,975","1,879,272","1,721,382","76,028","235,831","165,114","313,382","148,139","150,459","198,545","241,118","847,363","935,928","839,414","1,622,921"
erucate (22:1n9),"14,599,421","9,589,849","12,408,737","10,160,184","38,009,240","11,868,459","17,379,042","17,044,552","18,439,598","10,621,869","7,834,880","8,441,785","5,568,523","6,720,809","7,074,496","10,111,044"
erythritol,"913,684","827,569","834,318","945,241","713,562","989,864","978,788","1,073,914","712,239","773,962","777,553","629,038","431,705","677,932","466,034","796,499"
erythronate*,"79,908,736","71,080,672","77,930,096","85,298,584","86,708,936","95,379,864","93,192,160","96,722,264","73,723,240","68,980,384","63,147,304","58,492,568","47,119,928","51,100,820","45,339,300","69,416,312"
ethyl glucuronide,,"32,681","73,400","131,162","348,850","326,929","318,597","206,128","1,970,736","1,751,086","2,071,771","69,571","2,156,437","2,788,804","2,704,197","592,440"
ethylmalonate,"12,591,879","8,298,036","11,957,979","14,126,870","20,732,208","16,100,150","17,753,924","18,335,752","8,370,891","12,150,661","12,177,494","7,969,845","11,532,601","11,930,514","11,772,877","16,103,140"
ferulic acid 4-sulfate,"793,944","713,143","1,105,095","758,936","120,318","70,614","73,710","30,504","51,290","57,487","130,474",,"885,385","240,392","111,443","350,135"
flavin adenine dinucleotide (FAD),"105,101","62,495","70,980","49,755","78,009","62,600","85,481","78,489","88,508","87,747","76,310","56,110","50,064","31,287","37,595","82,273"
fructose,"11,774,710","12,272,012","11,690,509","11,922,413","9,478,112","14,518,786","16,244,478","16,979,872","18,886,640","12,276,211","18,844,644","22,551,012","9,450,575","14,283,122","6,433,723","11,592,310"
fumarate,"16,842,812","13,267,636","23,729,028","13,224,834","16,726,188","20,324,912","16,540,338","20,553,038","17,910,212","17,162,908","15,968,228","11,461,566","15,794,037","9,910,520","11,615,289","24,354,974"
galactonate,"4,266,615","2,643,872","6,627,318","4,597,749","3,001,678","2,176,827","2,726,852","2,569,834","2,769,877","2,257,958","1,326,784","2,431,757","1,224,919","1,857,868","1,550,670","4,951,819"
gamma-aminobutyrate (GABA),"4,739,916","2,723,480","2,911,230","1,940,102","3,584,968","2,518,770","1,413,757","1,996,305","3,180,926","2,114,452","1,659,760","4,046,321","3,472,258","2,843,285","5,095,175","2,638,818"
gamma-glutamyl-epsilon-lysine,"20,185,636","26,443,902","30,816,698","34,585,248","35,767,928","24,865,614","39,072,712","23,128,060","32,328,888","31,975,992","26,432,060","23,176,168","9,302,505","10,706,928","9,896,664","23,011,676"
gamma-glutamylalanine,"26,220,316","20,528,780","28,045,068","20,847,376","15,084,466","17,838,926","25,028,602","11,794,476","28,955,436","28,907,734","27,862,824","25,964,236","41,818,600","37,693,832","33,149,192","43,870,328"
gamma-glutamylglutamate,"2,487,352","1,483,538","2,492,285","2,321,794","1,747,271","1,664,252","1,305,695","2,083,067","1,584,581","1,662,411","1,482,524","783,395","2,242,777","3,168,233","2,406,313","3,911,674"
gamma-glutamylglutamine,"141,265,536","129,347,464","126,828,224","114,910,600","69,670,616","58,497,608","71,872,416","48,748,308","68,809,272","65,824,792","65,033,040","62,369,456","76,099,848","89,211,352","81,989,168","111,603,496"
gamma-glutamylglycine,"50,790,944","35,098,720","44,851,564","44,454,272","26,082,710","19,763,558","21,588,220","19,395,968","21,200,576","21,383,648","24,012,790","16,168,202","31,349,408","33,692,704","34,618,700","46,282,464"
gamma-glutamylhistidine,"22,354,000","17,340,632","22,186,172","16,835,020","13,674,769","14,500,193","17,089,772","13,388,871","20,311,612","17,504,496","17,609,756","18,274,920","9,745,003","10,911,536","9,267,503","16,261,448"
gamma-glutamylisoleucine*,"13,831,619","10,871,712","12,613,966","11,668,509","9,941,803","14,454,987","18,002,832","11,123,478","15,430,805","14,392,136","13,106,521","14,843,802","7,369,143","6,670,060","7,415,172","13,782,697"
gamma-glutamylleucine,"39,119,600","33,795,232","37,111,508","30,361,832","19,980,180","29,487,608","40,774,544","28,553,956","37,728,472","33,781,608","30,072,740","37,481,460","18,294,556","19,338,280","15,211,649","30,435,890"
gamma-glutamylmethionine,"34,564,376","24,432,796","27,499,088","22,154,060","12,726,760","22,070,936","34,413,724","6,759,672","47,144,324","38,189,624","29,052,970","31,048,198","22,741,420","16,075,892","20,388,798","22,696,262"
gamma-glutamylphenylalanine,"15,539,936","15,619,666","17,707,982","13,667,312","12,288,838","11,050,317","16,514,374","9,873,359","15,598,897","16,792,248","14,256,029","12,923,927","8,394,243","9,677,925","7,179,795","12,669,244"
gamma-glutamylthreonine*,"6,649,339","5,482,697","6,924,170","7,531,688","5,146,479","7,375,691","9,352,644","5,634,801","11,851,995","10,326,941","8,754,983","9,054,469","5,430,357","6,878,568","5,972,266","11,360,344"
gamma-glutamyltryptophan,"2,186,444","1,348,429","2,399,338","2,075,896","2,948,985","1,674,397","2,473,298","1,621,298","2,554,089","2,739,695","2,553,451","2,058,924","2,015,579","2,654,904","2,222,671","2,896,447"
gamma-glutamyltyrosine,"8,352,058","4,397,656","6,676,317","6,819,173","4,245,221","7,505,105","10,008,502","6,887,208","10,430,713","8,199,123","6,553,342","7,333,848","4,966,137","7,316,943","5,517,536","8,839,679"
gamma-glutamylvaline,"47,452,744","37,763,860","50,741,684","51,526,924","33,360,548","48,936,652","57,867,920","34,606,140","54,652,600","52,556,848","43,814,000","45,345,072","28,168,346","32,414,204","32,755,736","65,627,656"
gamma-tocopherol/beta-tocopherol,"206,542","306,910","118,256",,"525,558",,,,"235,282","348,817","79,700","192,148",,,"112,317",
gluconate,"1,754,477","1,598,344","1,756,984",,"1,296,124","1,380,825","1,215,592","1,786,574","892,826","890,858","1,052,738","714,474","1,378,205","1,673,538","998,823","3,699,962"
glucose,"970,839,488","916,448,704","1,047,990,208","1,152,894,208","1,018,344,704","989,349,888","1,043,293,888","1,168,448,896","821,553,600","1,139,635,840","968,518,592","874,389,376","929,858,880","884,208,128","725,423,872","1,208,582,400"
glucuronate,"4,348,285","4,706,921","4,290,629","5,958,597","3,751,017","4,190,320","1,796,911","3,321,699","2,528,444","3,350,686","2,785,595","637,114","5,117,345","3,430,605","3,822,658","7,331,205"
glutamate,"937,298,624","597,487,680","838,102,016","610,755,776","679,488,768","825,222,528","719,856,128","1,302,056,192","783,774,464","536,979,392","682,732,352","641,467,712","358,038,304","402,715,296","364,584,128","525,798,720"
glutamine,"5,091,106,304","5,668,545,024","5,143,139,840","4,390,260,736","3,795,313,408","3,671,382,528","3,960,919,296","4,861,131,776","3,667,305,728","3,665,245,952","3,764,686,336","4,341,518,848","2,831,004,160","2,621,432,064","2,410,530,048","3,412,841,984"
glutarate (pentanedioate),"4,835,816","3,219,432","12,047,891","5,093,962","9,280,719","12,186,779","9,056,509","5,066,872","12,152,786","14,805,342","9,078,670","9,343,554","1,135,400","2,205,879","1,691,273","2,506,641"
glutarylcarnitine (C5),"1,137,442","742,842","1,209,087","979,676","1,204,599","1,219,366","1,224,848","1,070,969","872,553","909,145","1,167,804","845,911","971,882","754,066","627,005","1,176,681"
"glutathione, oxidized (GSSG)","34,562,244","41,735,020","135,259,088","39,720,088","20,481,576","33,238,520","22,764,788","27,424,468","30,803,212","26,851,052","20,815,350","20,187,100","14,175,058","11,027,300","9,188,196","47,442,760"
glycerate,"48,182,296","34,704,372","45,237,368","46,615,060","53,370,000","50,357,544","52,820,988","55,291,748","41,592,168","40,825,924","34,423,168","32,911,430","36,346,248","28,201,984","27,989,352","39,749,912"
glycerol,"9,212,279","7,403,153","9,123,802","9,458,551","9,458,519","12,140,746","17,682,288","12,386,142","14,786,390","11,448,997","13,226,579","13,663,691","5,899,858","6,885,446","8,159,292","10,932,428"
glycerol 3-phosphate,"43,730,160","38,155,608","44,286,408","37,409,656","40,050,620","37,726,140","40,032,632","52,572,140","44,315,308","38,261,868","38,006,176","35,069,968","28,389,384","20,556,980","25,609,868","30,436,848"
glycerophosphoethanolamine,"1,619,505","1,701,211","1,600,736","1,616,907","1,571,456","1,881,625","2,441,463","2,472,288","1,567,647","930,765","1,528,184","1,267,716","569,632","1,070,079","685,692","1,082,877"
glycerophosphoglycerol,"308,351","354,787","450,736","293,434","315,469","482,062","647,209","812,609","343,240","231,732","336,985","433,478","315,504","436,279","289,448","426,139"
glycerophosphoinositol*,"175,477","137,760","154,230","163,292","163,624","228,835","182,772","233,163","160,285","130,792","172,579","105,199","89,554","149,082","75,445","154,256"
glycerophosphorylcholine (GPC),"1,247,280,128","1,286,874,752","1,298,791,296","1,154,630,272","1,111,249,408","1,345,218,944","1,476,195,840","1,481,460,608","1,330,590,080","1,013,581,120","1,081,428,736","1,250,303,872","614,266,048","907,814,272","817,304,640","886,065,856"
glycine,"321,723,264","265,334,320","268,114,624","242,431,712","201,490,976","194,547,552","187,772,288","256,361,152","193,328,096","170,049,520","221,228,848","209,815,184","219,829,040","189,011,824","180,188,448","229,571,312"
glycosyl-N-palmitoyl-sphingosine,"10,668,463","9,263,047","10,481,622","10,513,151","11,958,381","15,850,278","14,963,100","10,898,553","13,144,782","16,779,648","15,775,163","14,377,070","9,462,062","9,730,131","9,840,302","11,046,381"
glycosyl-N-stearoyl-sphingosine,"944,813","694,841","762,153","790,670","3,242,369","2,875,346","2,700,833","2,055,374","3,346,807","3,817,337","4,603,255","3,371,091","988,709","642,266","601,836","946,449"
glycylvaline,"5,965,139","5,307,202","6,320,718","4,434,747","4,729,335","19,812,084","10,027,988","14,508,233","2,713,988","2,191,532","4,020,332","2,578,268","596,624","609,379","635,891","1,115,489"
guanidinoacetate,"34,770,048","25,439,564","23,612,316","24,762,614","30,115,988","20,397,722","24,165,960","34,801,080","19,943,452","19,176,200","24,579,544","26,993,554","47,081,240","54,808,668","52,196,212","67,780,608"
guanosine,,,,,,,,,"1,360,507","92,686",,,,"702,158",,"190,545"
guanosine 5'- monophosphate (5'-GMP),,,,,"94,620",,,"396,015","2,313,631","802,539",,,,"1,611,454",,"1,296,309"
gulonic acid*,"94,090,928","60,169,928","115,298,968","94,974,072","57,602,056","74,141,128","62,554,496","64,604,400","49,243,000","57,326,460","40,844,840","36,043,624","93,028,696","66,694,420","43,929,416","117,414,224"
heme,"10,002,903","29,947,652","8,022,680","25,752,188","5,807,130","20,573,870","8,381,657","18,726,034","6,750,532","5,457,951","18,716,712","7,214,486","88,316,344","211,501,952","104,346,240","256,347,392"
heptanoyl glycine,"252,293","213,236","523,775","416,242","533,378","117,767","101,466","185,279","222,625","277,896","160,956","113,224",,,"64,564","132,913"
hexadecanedioate,"654,357","597,732","711,651","556,153","2,515,546","1,858,654","2,515,212","1,693,215","2,961,313","1,482,586","1,894,052","2,736,512","606,043","557,156","561,956","694,067"
hexanoylcarnitine,"10,278,375","7,082,318","15,463,877","10,136,061","12,445,679","9,876,088","8,992,483","10,025,532","11,585,530","11,049,679","8,934,990","6,827,964","5,347,483","5,428,315","12,613,377","8,822,660"
hexanoylglycine,"14,302,968","5,697,997","18,126,368","15,402,723","24,196,400","6,057,304","4,822,369","8,979,330","6,182,504","7,661,423","4,132,070","2,581,092","8,125,656","5,356,874","7,391,010","13,703,150"
hippurate,"18,621,644","12,624,334","16,781,980","14,848,420","1,131,192","1,453,384","2,124,890","1,847,820","3,760,312","2,227,894","4,039,089","2,176,853","7,890,460","19,606,252","10,303,881","25,595,988"
histamine,"1,829,777","1,480,406","3,576,869","2,327,237","2,789,885","2,441,010","1,940,119","3,206,564","2,961,894","3,052,558","2,940,644","2,492,893","4,833,180","4,062,386","6,771,722","12,626,456"
histidine,"31,042,584","36,718,960","36,915,980","26,934,960","24,856,668","28,552,282","31,134,062","31,322,406","40,778,244","32,314,358","35,485,720","36,768,220","18,720,696","14,414,217","14,431,836","21,276,704"
homoarginine,"5,634,801","5,464,579","4,751,439","3,491,515","7,662,218","10,546,339","10,158,515","9,292,438","13,486,335","11,693,042","13,619,178","21,476,446","6,451,772","4,492,391","5,305,880","7,679,084"
homocitrulline,"4,119,497","3,098,971","4,103,372","3,853,189","1,897,010","1,687,441","1,861,110",,"639,710",,,,"5,379,561","4,957,595","5,957,235","4,496,077"
homogentisate,"495,282","247,875","653,446","295,662","359,648","1,166,545","952,049",,"806,350","1,117,747","728,744","707,050","69,080",,,
homostachydrine*,"59,357,232","44,972,180","91,491,112","59,666,032","388,130","123,346","77,176","117,980","93,573",,,,"8,925,642","15,301,478",,"117,078,664"
hypotaurine,"1,244,552","1,206,580","1,247,068","719,986","779,383","828,032","523,427","1,116,815","1,364,212","905,092","1,175,441","997,753","877,237","923,839","873,711","2,841,314"
hypoxanthine,,,,,,,,,"1,174,588",,,,,"8,951,022",,"3,886,365"
imidazole lactate,"26,865,332","19,021,958","23,617,606","19,030,052","17,010,140","22,581,296","18,912,028","19,098,596","22,404,372","15,481,145","16,581,201","16,386,562","10,452,788","13,386,039","15,023,652","19,284,236"
imidazole propionate,"557,161","1,810,285","685,227","912,923","1,808,012","2,979,878","2,040,948","836,646","1,401,701","1,500,530","913,110","1,044,824","2,972,121","1,284,844","2,831,709","3,819,362"
indole-3-carboxylic acid,"127,742","78,997","96,766","84,927","88,409","107,467","84,834","187,515","59,698","60,324","121,855","55,936","66,932","87,341","110,199","134,716"
indoleacetate,"280,220","166,022","196,337","147,654","181,906","175,193","204,687","139,582","192,479","188,126","180,967","151,407","194,561","180,095","115,994","269,818"
indoleacrylate,"347,592","300,756","327,775","294,811","164,637","132,629","234,347","141,537","150,191","347,490","342,092","160,172","119,462","472,784","293,052","540,702"
indolelactate,"5,791,740","6,854,680","8,755,615","6,742,947","15,701,945","18,552,302","14,400,695","12,416,144","11,974,101","14,462,861","14,671,110","11,991,766","6,071,037","4,978,282","4,244,313","5,802,008"
indolepropionate,"4,481,528","3,271,835","3,267,198","2,260,766","542,909","550,335","807,879","556,868","678,296","623,569","785,404","441,471","1,505,102","3,445,454","2,669,011","3,499,282"
indolin-2-one,"889,709","2,832,058","2,158,037","2,677,380","1,331,415","2,002,104","990,995","2,572,131","1,119,660","1,984,281","3,499,779","940,879","1,504,387","1,477,629","954,692","1,675,392"
inosine,"915,099","22,050","254,873","752,074","671,662","221,225","560,521","72,850","5,526,077","247,429","273,248","255,561","116,661","20,271,372","144,618","2,553,968"
isobutyrylcarnitine,"24,152,682","16,099,363","42,704,316","30,274,962","50,198,816","34,659,316","34,835,192","28,315,532","28,416,250","50,877,648","37,384,972","28,567,790","7,912,589","6,858,220","7,912,477","18,777,564"
isobutyrylglycine,"83,258","40,789","117,246","72,331","169,806","87,200","81,453","72,098","82,608","128,712","114,726","43,405","24,522","43,038","28,458","56,882"
isocitrate,"2,302,639","1,633,519","2,723,089","2,461,569","4,357,766","3,834,619","3,988,782","4,396,412","2,208,071","3,559,662","3,471,378","4,057,866","2,690,622","1,347,640","2,063,257","1,773,311"
isoleucine,"3,205,791,232","2,928,618,496","3,235,635,200","2,395,398,400","2,877,007,616","3,438,892,288","3,172,519,168","3,302,928,128","3,148,069,120","2,882,716,160","2,938,840,320","3,253,227,264","2,261,791,232","1,538,963,840","1,331,178,880","2,270,172,160"
isovalerylcarnitine,"9,113,347","7,614,088","10,680,534","9,696,961","7,726,080","11,757,288","12,369,358","9,355,172","12,962,815","14,501,735","12,275,120","12,960,891","4,534,876","4,244,803","4,407,049","8,333,979"
isovalerylglycine,"5,086,142","3,455,923","6,745,447","3,574,134","4,656,245","3,027,943","3,365,760","3,367,177","3,790,668","4,686,729","3,334,569","3,465,297","1,503,662","1,169,885","1,143,855","3,104,474"
kynurenate,"495,759","364,093","737,575","806,275","1,101,285","1,676,561","1,251,199","646,160","824,410","1,280,553","887,597","812,825","493,391","397,772","449,640","537,061"
kynurenine,"28,509,756","26,400,732","33,801,840","37,351,016","42,153,244","48,549,972","46,119,700","24,989,256","34,419,624","43,425,596","42,071,544","37,041,508","26,526,892","23,224,884","22,782,026","33,760,956"
lactate,"1,081,713,920","975,372,992","1,132,980,736","845,409,984","974,897,856","1,155,462,656","1,060,282,048","1,180,248,960","986,058,624","965,370,560","1,015,652,096","1,039,634,048","760,295,872","559,137,600","844,055,808","917,862,080"
lactosyl-N-palmitoyl-sphingosine,"261,419","149,115","168,890","168,186","835,253","879,529","955,783","1,076,931","892,941",,"854,666","664,934",,"183,839",,"314,481"
laurate (12:0),"34,139,288","26,801,588","36,945,620","32,527,384","45,594,752","44,102,416","59,458,612","53,016,668","62,754,912","31,553,576","37,313,852","46,199,296","23,597,908","32,744,198","41,952,656","36,942,260"
laurylcarnitine,"10,030,326","5,009,540","9,291,899","6,468,250","14,978,515","12,273,523","12,160,539","14,704,666","9,599,477","9,046,993","10,186,229","9,449,284","9,156,006","8,132,216","12,676,229","14,226,619"
leucine,"2,743,356,160","2,457,218,048","2,675,949,056","1,801,930,752","2,127,785,344","2,604,855,296","2,520,813,568","2,918,807,552","2,631,022,080","2,376,409,856","2,290,275,328","2,846,851,328","1,341,668,608","943,138,112","671,299,840","1,549,597,952"
linoleate (18:2n6),"4,048,214,528","3,504,918,016","3,999,232,256","4,135,113,216","3,311,965,696","3,193,546,752","4,142,843,392","3,571,266,048","3,995,475,456","2,385,384,960","2,519,362,304","3,171,097,856","1,385,254,528","2,318,276,608","2,594,906,112","2,677,581,568"
linolenate [alpha or gamma; (18:3n3 or 6)],"561,169,024","506,092,128","583,371,520","668,779,776","305,808,896","270,492,704","395,701,536","306,028,128","456,184,384","188,611,920","179,364,416","261,513,600","176,279,232","330,565,920","471,599,360","377,395,040"
linoleoylcarnitine*,"51,389,864","32,912,304","52,427,764","47,476,100","55,094,684","35,972,180","44,641,960","39,843,616","29,100,042","28,410,604","31,590,274","25,040,202","35,066,200","35,218,968","48,073,324","54,555,680"
lysine,"2,412,385,536","2,456,233,472","2,352,024,064","2,097,677,824","2,332,350,976","2,710,042,368","3,028,118,784","3,102,953,216","3,285,802,752","2,850,328,832","2,992,916,736","3,404,481,024","2,045,451,264","1,841,347,328","1,857,515,392","2,450,694,144"
malate,"115,185,408","85,819,304","149,485,712","86,162,632","114,748,968","147,645,120","147,133,376","177,850,528","133,374,128","132,147,576","132,114,448","131,321,024","137,240,160","98,573,520","100,447,792","190,001,168"
maleate,"647,032","476,677","1,050,247","500,669","887,765","1,102,587","1,103,502","1,148,585","1,068,468","931,766","811,840","776,335","531,256","670,901","563,092","1,331,080"
malonate,"1,579,344","1,661,891","1,420,601","1,052,045","1,407,628","1,232,711","887,725","1,810,950","805,729","909,461","764,551","851,663","1,005,593","1,125,353","900,562","1,259,589"
malonylcarnitine,"582,925","849,869","1,258,852","944,539","1,015,338","1,132,038","1,204,780","1,795,591","769,320","1,100,692","1,138,857","849,298","1,477,574","840,727","775,808","1,932,778"
mannitol/sorbitol,"12,352,486","13,788,856","12,774,283","11,784,130","9,285,662","12,164,859","12,607,462","14,948,773","9,043,508","8,489,118","8,800,013","9,318,774","4,087,557","3,844,800","4,206,862","6,651,302"
mannose,"12,437,809","10,677,513","11,505,634","19,421,566","17,330,152","13,565,481","12,978,141","15,018,158","6,924,271","13,805,805","9,108,616","9,443,506","11,367,616","13,662,804","12,312,354","19,907,892"
margarate (17:0),"74,768,816","55,905,396","64,705,140","59,149,248","110,502,872","86,413,256","143,024,160","113,750,464","145,940,576","82,072,768","86,270,016","107,846,184","25,728,004","27,619,814","30,272,904","37,765,800"
mead acid (20:3n9),"20,330,056","18,164,028","12,599,586","10,466,496","25,553,184","32,113,152","48,058,768","29,470,086","28,351,932","23,112,018","27,224,540","32,940,790","7,936,349","7,043,371","9,683,544","7,774,844"
methionine,"1,711,575,680","1,331,719,552","1,450,842,880","1,139,002,240","846,652,928","1,362,264,192","1,678,129,664","1,606,455,808","2,159,211,520","1,577,034,752","1,773,811,584","2,334,540,800","1,101,274,752","815,602,176","746,444,736","1,230,650,496"
methionine sulfone,"700,082","785,393","871,505","651,220","130,917","105,801","167,159","208,973","323,644","178,332","253,158","216,305","366,875","523,275","546,936","641,239"
methionine sulfoxide,"27,703,262","40,354,636","41,476,056","28,566,328","15,705,638","24,500,424","26,209,512","24,595,804","37,110,856","30,221,108","28,402,418","33,530,484","11,480,160","11,559,408","10,941,737","15,390,023"
methyl glucopyranoside (alpha + beta),"47,832,156","46,662,680","48,219,124","51,014,884","122,151",,,"75,310","81,941",,,"111,960","87,829,736","91,148,352","69,122,776","115,791,464"
methyl indole-3-acetate,"386,567","579,873","301,206","668,747","435,136","520,539","262,471","362,329","199,926","542,186","603,628","247,078","661,366","2,442,665","825,244","2,327,337"
methylmalonate (MMA),"10,945,754","12,823,332","14,366,529","9,890,730","9,867,053","16,142,711","13,258,943","16,746,131","10,978,313","12,522,388","12,069,139","2,936,513","7,322,369","8,502,621","8,002,824","13,763,883"
methylsuccinate,"2,583,929","1,799,891","3,347,578","2,679,197","1,991,897","2,068,179","1,301,216","2,438,374","1,223,388","1,559,289","1,486,988","1,425,654","1,079,449","1,284,678","1,389,604","2,197,163"
mevalonate,"1,443,928","926,850","841,486","1,112,665","1,132,063","824,231","1,327,355","1,327,410","926,496","1,283,404","1,057,532","1,124,446","691,208","1,132,862","1,133,948","1,357,919"
mevalonolactone,"1,692,476","2,218,569","1,469,882","1,105,745","2,732,784","1,782,376","2,064,950","1,809,134","1,828,634","2,579,623","2,392,688","1,949,833","1,802,034","1,000,292","721,034","3,108,943"
myo-inositol,"7,220,045","5,075,504","10,402,005","7,370,397","3,185,147","2,469,042","2,239,545","2,630,992","7,637,559","2,580,934","2,830,198","2,636,766","4,204,769","1,831,405","5,243,938","6,217,016"
myristate (14:0),"341,800,000","226,114,304","359,397,376","233,995,264","384,292,224","347,672,576","550,563,648","355,585,824","575,187,520","242,295,888","274,768,640","411,623,648","136,144,176","261,699,904","345,118,944","326,725,696"
myristoleate (14:1n5),"39,818,064","26,271,432","52,839,728","35,500,512","86,647,904","80,265,104","105,863,800","80,474,240","94,709,232","41,310,240","41,640,860","55,734,460","17,093,630","30,757,810","55,468,848","44,906,360"
myristoleoylcarnitine*,"22,686,478","9,957,427","24,850,224","16,426,319","54,869,036","37,550,520","36,560,536","39,961,816","24,574,164","28,950,908","30,090,530","21,216,648","23,336,998","20,808,326","32,330,794","34,074,304"
myristoylcarnitine,"28,590,744","17,619,398","26,197,432","19,323,392","50,986,276","36,301,908","36,837,416","38,119,132","27,451,924","26,473,718","28,022,660","27,291,290","29,093,566","25,074,952","28,509,312","39,712,632"
N-acetyl-1-methylhistidine*,"3,376,195","2,993,953","5,476,664","4,172,114","5,730,340","6,169,474","4,909,614","5,957,274","3,278,453","3,827,805","4,268,081","1,830,852","2,000,678","1,579,088","1,960,948","2,918,645"
N-acetyl-3-methylhistidine*,"374,371","445,311","742,543","350,230","540,714","515,886","448,438","280,623","355,415","179,165","267,565","439,443","436,126","146,217","78,798","455,013"
N-acetyl-aspartyl-glutamate (NAAG),"777,739","1,290,603","1,088,837","1,207,116","631,436","874,361","1,191,318","1,862,631","1,177,277","669,560","564,435","1,740,411","577,351","481,112","611,136","1,153,312"
N-acetyl-beta-alanine,"380,198","368,180","483,115","289,749","256,377","251,345","223,432","311,863","386,313","231,449","380,416","228,161","195,159","199,588","336,471","496,495"
N-acetylalanine,"9,717,335","7,946,739","9,905,592","7,075,334","9,072,964","9,842,459","9,292,827","9,812,242","8,045,718","6,783,356","8,162,878","8,840,245","6,035,040","6,138,596","4,501,431","9,989,885"
N-acetylarginine,"7,164,341","7,296,253","7,743,824","6,207,676","4,500,513","7,558,321","8,573,617","5,294,019","7,405,226","8,277,510","6,419,871","8,234,268","3,086,117","3,116,071","3,054,649","4,100,000"
N-acetylasparagine,"13,912,718","12,350,754","14,393,648","11,862,272","5,627,137","9,096,539","10,399,943","7,345,047","8,961,534","10,250,934","8,968,277","9,851,987","7,680,758","9,096,315","7,161,665","12,512,464"
N-acetylaspartate (NAA),"940,387","681,074","1,140,886","1,726,653","785,816","171,013","68,625","269,756","1,240,995","171,840","172,078",,"161,600","84,706","1,370,683","1,796,446"
N-acetylcarnosine,"77,755","87,664","76,248","86,654","64,120","70,693","97,845","73,937","46,364","50,203","44,994","63,692",,"32,524","20,846","65,404"
N-acetylcitrulline,"333,034","334,119","653,810","369,110","418,666","581,575","599,613","352,807","485,495","562,638","487,692","421,691","209,940","215,123","237,851","350,355"
N-acetylglutamate,"6,852,625","7,502,655","13,251,497","6,582,507","9,896,140","18,994,480","19,367,726","9,345,332","17,503,712","22,136,516","16,551,567","14,325,600","4,488,367","3,970,894","3,307,152","5,595,293"
N-acetylglutamine,"38,501,652","26,269,760","45,233,308","29,799,372","15,747,249","13,831,371","14,097,214","13,383,483","19,051,520","10,483,353","8,698,809","15,494,464","19,093,718","21,914,850","20,898,572","43,160,816"
