Sample,ND_Veh_1,ND_Veh_2,ND_Veh_3,ND_Veh_4,HFD_Veh_1,HFD_Veh_2,HFD_Veh_3,HFD_Veh_4,HFD_Tx_1,HFD_Tx_2,HFD_Tx_3,HFD_Tx_4
imidazole propionate,"2,542,542","2,653,912","1,325,829","2,495,661","3,373,099","6,266,333","6,385,260","1,597,652","4,327,624","3,466,115","3,388,902","4,087,823"
indolelactate,"204,163","286,533","298,420","217,197","282,310","423,303","271,002","280,798","308,179","237,555","403,785","249,401"
inosine,"267,327,216","255,133,680","288,162,784","281,686,112","247,427,136","310,370,368","282,885,664","256,091,328","216,689,792","298,630,848","236,391,504","277,128,608"
inosine 5'-monophosphate (IMP),"2,159,517","5,193,594","4,167,326","2,475,152","1,454,648","936,399","899,004","309,436","2,356,015","1,093,672","1,670,869","1,065,474"
inositol 1-phosphate (I1P),"165,456","122,289","133,452","190,006","253,123","154,425","166,635","180,836","171,356","91,779","150,198","128,006"
"Isobar: fructose 1,6-diphosphate, glucose 1,6-diphosphate, myo-inositol 1,4 or 1,3-diphosphate","26,348,952","23,092,676","19,646,780","22,172,934","20,055,468","23,906,328","27,162,752","16,956,288","22,804,296","25,266,802","21,661,644","24,231,662"
isobutyrylcarnitine,"24,494,580","19,318,984","16,991,148","29,019,576","667,733","1,078,181","744,590","972,901","1,194,211","1,598,571","1,381,269","1,365,950"
isocitrate,"5,994,957","5,343,497","6,598,943","7,806,105","9,315,367","9,960,818","9,711,373","12,121,429","8,548,329","9,081,970","8,129,142","11,407,509"
isoleucine,"1,845,562,496","1,832,130,432","1,868,122,496","1,760,413,440","2,030,770,688","1,970,520,064","1,742,669,696","2,115,055,360","1,617,822,976","1,413,831,296","1,529,070,720","1,628,212,096"
isoleucylglycine,"18,654,064","19,029,784","15,360,551","14,047,595","14,548,525","17,589,044","11,724,857","16,017,804","13,375,180","9,462,044","17,653,492","10,932,212"
isovalerylcarnitine,"895,666","747,552","565,947","498,312","422,759","788,508","448,171","485,909","585,131","981,695","1,461,661","695,619"
isovalerylglycine,"1,182,407","1,066,096","1,372,537","708,543","1,145,585","917,067","827,538","1,113,185","901,090","795,778","890,277","868,552"
kynurenate,"151,431","134,559","612,239","132,288","196,617","241,980","208,855","124,417","152,485","200,671","139,430","142,350"
kynurenine,"12,739,838","7,854,425","8,692,245","9,318,178","16,646,553","11,658,371","18,653,754","12,062,168","9,289,789","6,498,265","8,153,359","4,780,430"
lactate,"285,762,624","243,383,088","263,314,240","249,121,472","213,163,072","282,685,952","243,774,688","288,805,120","258,372,384","236,597,888","252,975,936","254,915,456"
leucine,"2,148,546,560","1,859,542,144","2,083,201,280","1,861,759,744","2,026,478,848","2,208,027,392","1,908,405,376","2,412,533,504","1,968,403,456","1,627,870,208","2,098,580,352","1,788,755,584"
leucylglutamine*,"1,512,851","2,980,646","1,604,274","1,347,970","1,059,483","1,445,032","676,355","929,568","612,976","314,133","1,443,054","617,570"
leucylglycine,"3,945,449","5,212,093","3,186,693","3,010,409","2,073,989","2,549,133","1,577,102","1,747,462","1,312,435","804,992","2,584,339","1,004,143"
linoleate (18:2n6),"3,542,996,224","3,345,092,352","1,886,848,000","3,941,615,104","2,730,694,656","2,169,158,656","2,651,807,488","2,424,016,128","1,846,199,552","944,528,576","2,321,091,840","1,155,699,712"
linolenate [alpha or gamma; (18:3n3 or 6)],"480,770,528","386,113,600","214,763,488","436,954,976","239,411,168","154,638,080","242,727,072","261,292,432","119,454,224","59,024,120","181,296,112","77,088,672"
linoleoylcarnitine*,"5,400,353","5,118,458","6,891,869","6,740,079","2,736,024","2,801,020","1,971,521","1,113,433","1,614,955","2,790,640","3,995,666","2,468,115"
lysine,"2,073,038,592","1,659,769,600","1,908,084,224","1,753,777,536","1,843,421,952","1,806,440,832","1,812,981,760","2,044,957,184","1,948,446,080","1,692,399,744","1,788,242,304","1,822,750,592"
malate,"1,030,902,336","988,191,936","835,659,520","964,792,960","944,873,216","953,614,848","1,289,673,344","1,604,898,048","1,116,884,480","1,154,321,280","1,451,173,760","1,193,790,464"
malonylcarnitine,"9,024,021","9,928,966","11,279,220","10,524,056","6,852,351","6,570,139","6,177,164","4,970,414","6,588,182","6,011,067","8,277,747","5,691,124"
maltohexaose,"8,228,394","7,677,561","9,664,958","3,736,013","5,444,535","7,036,056","7,812,851","7,723,874","7,115,637","7,012,986","9,128,924","6,575,159"
maltopentaose,"305,471","3,018,151","737,197","193,720","558,023","2,213,191","1,754,784","2,458,132","4,088,076","3,732,676","1,448,783","2,998,440"
maltose,"54,747,768","36,865,696","51,919,116","30,037,308","29,174,196","38,925,016","35,297,896","42,712,048","35,538,008","33,486,016","44,026,088","25,315,464"
maltotetraose,"11,523,953","25,998,076","18,098,644","2,996,986","5,000,240","19,938,426","19,292,684","19,089,340","26,876,972","32,357,944","22,868,302","20,304,470"
maltotriose,"52,141,208","68,086,520","63,855,324","22,917,604","27,992,316","58,977,328","55,913,808","56,823,840","65,010,732","69,160,360","60,248,716","54,572,152"
mannitol/sorbitol,"4,405,418","2,154,360","4,901,275","6,561,929","5,145,677","3,440,702","3,046,648","4,789,281","5,985,814","1,273,640","2,236,155","2,093,136"
mannose,"15,763,482","23,287,160","20,374,146","17,577,740","17,337,484","19,369,632","18,761,092","18,651,720","35,654,740","29,267,030","15,146,904","30,647,148"
margarate (17:0),"47,524,292","46,679,576","21,747,014","71,543,352","61,084,232","51,124,968","51,215,724","52,325,220","52,637,672","31,098,230","72,146,392","33,023,292"
methionine,"861,425,472","702,869,440","747,880,448","862,429,440","817,869,312","665,698,624","630,037,056","772,789,568","688,827,712","495,096,352","619,680,128","609,228,416"
methionine sulfoxide,"12,346,571","7,288,029","6,734,438","12,776,132","5,655,426","5,228,022","3,710,047","4,842,944","4,556,879","3,522,068","5,066,714","3,772,624"
methyl glucopyranoside (alpha + beta),"3,453,561","2,745,091","3,496,051","4,482,774","356,160","388,437","482,491","333,169","337,768","217,314","295,495","263,920"
methylmalonate (MMA),"20,844,756","23,629,294","20,583,904","23,732,872","19,636,754","25,491,514","25,374,776","35,383,292","17,610,808","20,095,344","21,396,640","26,509,044"
methylphosphate,"608,466","925,795","649,665","690,254","1,034,415","1,172,492","937,770","1,121,864","1,637,965","1,796,867","775,782","2,157,853"
methylsuccinate,"2,116,139","1,387,475","1,535,067","1,884,877","1,766,180","1,654,696","852,944","1,476,883","1,135,123","1,381,538","1,536,396","1,553,156"
methylsuccinoylcarnitine (1),"520,383","558,972","725,498","581,615","257,469","255,747","252,440","271,722","409,449","404,189","669,951","419,675"
myo-inositol,"6,141,791","5,507,248","5,755,543","5,685,691","4,498,463","5,468,993","3,582,357","3,058,701","5,128,278","4,644,709","7,580,843","6,894,712"
myristate (14:0),"124,582,048","120,574,664","95,751,640","123,833,608","138,656,256","116,827,424","126,999,672","120,539,168","134,094,256","80,476,040","157,562,496","80,405,664"
myristoleate (14:1n5),"6,480,890","5,165,787","5,372,613","3,605,527","14,330,963","4,586,783","4,190,288","5,415,435","7,675,413","3,089,135","7,151,417","2,548,156"
myristoylcarnitine,"236,521","209,596","270,458","150,772","306,257","245,986","237,431","159,607","209,685","539,736","403,933","288,449"
N-acetyl-1-methylhistidine*,"2,263,098","2,208,101","2,488,611","2,373,203","4,908,962","4,949,246","4,007,780","4,304,633","3,069,487","2,957,700","3,957,281","2,928,750"
N-acetyl-3-methylhistidine*,"1,400,896","1,429,260","1,744,808","1,542,935","1,521,073","2,111,676","2,105,631","1,563,864","2,012,904","1,556,251","2,427,504","1,947,099"
N-acetyl-glucosamine 1-phosphate,,"68,163","193,325","87,575","162,885","191,635","130,875","128,634","225,038","168,464","121,155","186,869"
N-acetylalanine,"6,572,126","6,235,733","6,647,664","8,069,950","7,464,718","5,662,891","5,030,529","6,504,060","6,505,758","3,577,451","5,748,727","5,457,391"
N-acetylarginine,"2,305,678","2,230,975","2,245,763","2,138,492","1,399,227","3,682,791","4,265,817","1,360,056","3,576,834","3,124,275","2,743,663","3,740,806"
N-acetylasparagine,"10,536,810","10,332,286","12,423,292","9,387,808","9,598,361","13,708,742","13,780,003","16,423,914","13,231,417","8,154,768","10,408,902","14,092,882"
N-acetylaspartate (NAA),"321,552",,,"92,743","92,946","62,494","104,778","413,847","130,602","190,541","704,883",
N-acetylcitrulline,"337,000","408,982","375,678","341,186","371,107","343,479","544,673","109,329","464,937","736,182","446,104","517,430"
N-acetylglucosamine 6-phosphate,"141,620","78,921","104,428","164,374","204,191","199,610","221,920","212,624","221,759","143,457","114,789","245,963"
N-acetylglucosaminylasparagine ,"744,911","1,276,055","1,059,071","819,044","1,713,338","1,434,752","1,578,375","1,164,798","1,681,157","1,781,152","2,156,173","2,183,392"
N-acetylglutamate,"39,217,968","45,309,248","48,710,980","30,537,818","44,091,268","80,157,928","96,617,744","39,033,916","116,788,064","134,431,472","100,428,920","129,207,464"
N-acetylglutamine,"66,846,424","59,187,212","60,091,052","68,516,544","52,799,104","39,297,024","40,979,168","57,606,944","44,530,856","40,699,108","46,069,752","62,861,928"
N-acetylglycine,"2,116,469","1,042,888","1,500,937","1,851,011","4,193,053","1,895,193","1,282,839","2,099,500","700,942","954,273","910,920","779,746"
N-acetylhistidine,"40,847,412","47,243,236","56,641,568","41,957,848","32,060,382","54,216,360","46,899,344","40,144,384","72,011,440","50,323,728","70,512,040","85,247,112"
N-acetylisoleucine,"228,319","214,877","239,834","168,802","169,458","219,658","223,069","275,887","182,978","157,150","171,491","178,175"
N-acetylleucine,"1,487,399","1,092,296","970,684","747,086","650,531","631,650","652,881","927,368","801,667","653,178","840,577","1,061,290"
N-acetylmethionine,"3,494,213","2,840,138","2,540,653","2,806,223","1,732,413","1,534,641","1,653,734","1,766,010","2,012,152","1,862,161","1,892,464","2,506,729"
N-acetylmethionine sulfoxide,"266,195","100,288","81,624","331,670","49,814",,,"50,908","53,554",,,
N-acetylneuraminate,"284,158","233,303","377,499","281,954","366,137","357,814","321,566","378,332","433,114","298,914","367,458","367,540"
N-acetylphenylalanine,"206,987","343,220","388,714","105,234","380,623","276,081","197,267","127,928","271,849","219,037","566,198","281,046"
N-acetylputrescine,"195,572","162,124","150,297",,"139,375","277,048",,"264,557","279,445","234,449","216,262","210,502"
N-acetylserine,"6,588,051","5,747,289","8,322,603","6,652,226","5,127,693","7,082,658","6,579,223","7,413,269","7,057,182","4,468,597","5,369,154","7,347,666"
N-acetyltaurine,"644,228","755,410","818,274","835,812","1,390,248","833,367","863,554","918,451","561,281","562,949","623,027","660,719"
N-acetylthreonine,"1,124,347","1,108,560","1,158,536","1,154,985","895,043","1,389,073","1,338,233","1,238,170","1,181,055","1,394,089","1,209,831","1,195,352"
N-acetylvaline,"102,261","108,320","85,796","123,656","111,876","89,654","120,765","71,440","90,856",,"60,155","76,888"
N-alpha-acetylornithine,"2,230,498","3,202,104","2,565,220","1,811,118","2,486,558","1,863,894","2,824,784","1,105,988","2,156,588","3,483,375","3,164,438","3,306,833"
N-delta-acetylornithine,"19,252,212","14,457,527","17,070,236","15,032,488","3,187,053","2,805,871","3,062,287","1,771,927","1,848,436","2,218,540","2,665,451","2,076,402"
N-formylmethionine,"308,205","320,364","326,907","257,057","235,761","161,840","142,382","174,455","248,091","228,692","187,179","279,538"
N-formylphenylalanine,"44,672",,,"34,933","27,576",,,,,,"13,622","11,063"
N-glycolylneuraminate,"624,478","441,713","438,480","563,351","589,983","603,665","770,435","675,245","676,832","611,650","960,888","689,987"
N-methyl-4-aminobutyric acid,"418,434,432","487,859,648","420,670,048","420,816,544","48,359,168","29,943,800",,"6,857,633",,"4,287,604","36,419,432",
N-methylproline,"908,560","2,030,530","1,423,852","1,035,614",,,,,"438,158",,"576,016","141,131"
N-monomethylarginine,"9,664,589","6,189,018","8,775,790","10,061,932","6,608,789","5,148,903","5,231,264","6,833,700","7,256,047","5,045,112","4,629,405","5,439,318"
N-octanoylglycine,"267,043","373,229","463,634","318,496","204,622","77,244","43,871",,"188,199","86,253","139,606","97,280"
N-oleoyltaurine,,"127,498","136,722","942,848","969,575",,"317,823",,"1,113,008","127,261",,
N-palmitoyl-sphinganine (d18:0/16:0),"6,305,616","4,482,993","5,195,799","6,630,533","8,017,595","8,179,152","9,222,528","7,709,509","7,161,975","7,836,560","9,607,270","8,233,735"
N-palmitoyl-sphingosine (d18:1/16:0),"74,023,536","58,309,824","63,200,464","84,139,072","97,874,968","106,478,960","105,398,456","104,439,760","103,449,376","104,364,000","155,890,688","103,280,664"
N-palmitoyltaurine,"390,949",,"147,908","2,036,197","544,885","362,689",,"309,601","614,502","126,627",,"158,732"
N1-Methyl-2-pyridone-5-carboxamide,"38,952,180","35,519,988","34,465,884","34,067,500","31,169,688","46,601,240","33,362,852","51,635,200","34,591,888","38,010,980","40,471,200","38,573,440"
N1-methyladenosine,"2,008,578","2,037,367","2,311,101","1,835,539","2,499,008","3,306,325","1,858,268","2,694,084","768,957","806,792","988,871","515,492"
N2-acetyllysine/N6-acetyllysine,"39,446,208","36,826,980","38,493,720","40,407,504","50,026,712","50,105,976","50,200,712","39,948,400","45,368,452","52,256,724","53,982,336","44,044,688"
"N6,N6,N6-trimethyllysine","39,161,680","24,402,328","30,840,242","28,190,252","33,325,514","51,621,156","34,425,880","45,939,828","31,895,294","28,609,642","39,642,756","21,066,700"
N6-carbamoylthreonyladenosine,"121,822","147,688","214,641",,"192,833","214,756","176,386","228,567",,,,"88,616"
N6-succinyladenosine,"1,661,654","3,262,701","4,196,883","4,826,409","3,089,644","3,322,528","3,121,632","5,549,690","5,305,016","1,459,218","2,602,191","2,677,141"
nervonate (24:1n9)*,"4,166,063","5,489,148","2,370,895","8,947,258","1,510,671","1,212,947","1,092,078","1,909,342","1,182,701","2,522,818","5,226,187","3,141,664"
nicotinamide,"2,920,843,008","3,077,011,200","3,158,447,360","3,116,968,192","2,888,795,136","3,103,045,888","2,953,265,408","2,911,814,656","2,686,423,808","2,926,510,848","3,061,260,544","2,955,155,712"
nicotinamide adenine dinucleotide (NAD+),"998,471","1,478,626","1,035,418","957,495","1,049,325","1,197,278","1,405,507","996,110","684,212","1,413,519","862,468","869,382"
nicotinamide ribonucleotide (NMN),"303,986","839,404","1,165,643","1,105,318","2,189,249","1,650,592","1,581,780","1,362,718","1,026,830","1,784,040","1,291,663","1,732,986"
nonadecanoate (19:0),"8,050,140","8,292,805","4,241,799","12,293,084","6,179,484","4,500,413","4,893,434","5,179,877","4,679,753","3,650,408","6,332,961","3,310,698"
O-methyltyrosine,"2,157,141",,"2,280,027","1,836,896","1,187,658","1,169,293","1,126,768","1,247,708","1,431,010","1,350,768","947,371","1,293,934"
O-sulfo-L-tyrosine,"70,126","47,232","53,725","88,660","86,552","73,399","71,116","75,828","50,579","71,028","69,560","64,894"
oleate/vaccenate (18:1),"2,855,562,496","2,945,754,880","1,679,671,808","3,019,441,408","3,879,346,176","3,346,336,256","3,894,242,304","3,366,857,472","3,817,236,736","1,848,066,816","4,402,508,288","2,003,076,864"
oleoyl ethanolamide,"875,352","923,892","987,298","1,394,869","587,879","543,608","566,200","457,063","454,758","361,412","774,522","544,506"
oleoylcarnitine,"3,050,411","2,472,273","4,170,926","3,200,957","3,554,012","4,050,751","3,230,535","1,964,546","2,180,976","4,572,919","4,958,121","3,759,842"
ophthalmate,"91,475,432","66,045,208","58,938,088","114,481,816","80,486,544","91,690,264","93,910,816","36,905,472","61,819,372","125,549,304","121,801,184","91,410,560"
ornithine,"1,121,818,240","1,023,671,616","1,123,030,016","928,630,016","1,060,107,072","1,040,121,088","1,082,800,384","1,043,028,032","1,262,725,504","889,105,536","1,042,930,432","1,071,049,088"
orotate,"2,448,938","1,616,991","3,313,921","2,018,577","1,703,393","2,196,105","2,648,413","1,429,268","13,897,263","17,133,162","4,600,526","5,747,648"
orotidine,"74,987","65,819","86,769","97,974",,"151,726","120,572","186,872",,"225,838","194,275","240,510"
oxalate (ethanedioate),"8,291,262","6,718,930","6,344,036","10,297,359","9,139,553","10,199,255","7,858,344","7,545,007","7,499,047","6,707,437","6,483,721","8,734,578"
p-cresol sulfate,"2,674,060","883,341","666,269","890,441","1,274,464","1,517,527","2,491,033","1,524,265","816,277","937,991","2,060,712","1,198,049"
p-cresol-glucuronide*,"1,207,932","646,302","388,188","748,359","1,034,974","1,082,910","2,098,530","1,614,544","743,774","779,816","1,227,450","1,941,433"
palmitate (16:0),"3,855,269,888","3,651,614,464","2,215,352,832","4,961,111,040","4,121,805,824","3,644,988,160","3,935,866,368","3,595,100,928","3,641,892,608","2,190,989,568","3,907,765,504","2,308,989,952"
palmitoleate (16:1n7),"619,733,632","639,945,024","393,141,216","514,944,288","495,836,736","324,258,176","435,956,896","445,507,392","392,929,824","194,348,992","677,645,632","183,210,960"
palmitoyl dihydrosphingomyelin (d18:0/16:0)*,"9,551,859","8,388,392","8,200,999","8,754,604","9,219,009","9,256,580","9,866,382","8,304,277","7,482,342","9,296,942","8,649,328","9,064,655"
palmitoyl ethanolamide,"4,466,228","5,038,066","2,995,444","7,263,201","2,576,360","2,449,537","2,374,052","2,306,370","1,617,540","1,729,495","2,751,990","1,942,450"
palmitoyl sphingomyelin (d18:1/16:0),"87,168,664","75,612,288","82,419,592","77,941,112","112,900,312","123,171,920","121,927,160","110,895,232","113,257,408","127,677,568","150,231,600","124,353,728"
palmitoylcarnitine,"4,038,844","2,110,608","2,936,632","3,244,728","3,391,837","4,270,700","3,475,167","2,730,625","2,443,835","5,032,264","4,535,980","3,733,364"
palmitoylcholine,"3,501,775","1,644,954","1,611,867","3,051,052","8,898,581","7,047,821","4,764,313","3,878,680","1,395,954","1,762,187","1,719,914","1,300,080"
pantothenate,"10,848,826","10,992,735","14,578,882","11,743,430","12,457,620","12,304,202","12,164,922","10,809,886","9,487,066","7,687,800","8,617,439","8,520,108"
phenol sulfate,"3,982,101","1,660,720","1,376,224","2,823,221","626,477","201,528","285,154","163,956","998,708","1,482,103","1,015,449","296,184"
phenylacetylglycine,"2,496,131","1,288,031","891,923","1,897,548","1,167,906","882,146","1,295,657","793,856","828,657","1,170,336","1,939,458","1,009,372"
phenylalanine,"2,142,101,120","1,878,800,000","2,038,651,008","1,996,604,928","1,981,186,944","1,997,707,136","1,813,330,176","2,081,088,512","1,918,934,016","1,578,951,424","1,841,163,520","1,779,415,552"
phenylalanylalanine,"2,368,997","2,463,040","2,260,886","1,310,877","1,344,917","2,604,803","1,132,675","2,216,342","1,682,737","930,633","3,467,207","907,032"
phenylalanylglycine,"5,850,164","5,796,072","5,689,979","3,168,258","3,735,164","4,170,820","2,368,573","4,497,700","3,352,382","1,695,451","6,611,470","2,621,429"
phenyllactate (PLA),"81,346","116,534","112,720","53,966","111,484","140,470","111,188","104,356","95,389","109,992","109,580","90,115"
phenylpropionylglycine,"643,090","737,260","369,120","556,848",,,,"35,211","90,239","29,573","77,806",
phosphate,"191,523,760","173,729,616","189,556,720","180,032,928","195,789,696","193,676,800","186,532,448","187,868,064","165,418,864","160,538,176","158,166,096","132,463,224"
phosphoenolpyruvate (PEP),"5,168,616","2,108,491","1,877,455","834,189","706,899","2,745,188","4,233,892","3,738,155","1,053,687","2,859,639","1,740,666","2,493,476"
phosphoethanolamine,"7,217,514","6,039,820","5,741,963","6,829,050","9,901,189","8,296,177","8,895,590","8,218,243","7,118,367","8,062,812","8,015,950","8,382,056"
phosphopantetheine,"1,429,043","3,030,394","3,666,680","2,046,720","4,228,821","3,429,390","4,526,791","3,199,899","3,852,989","3,865,615","2,374,886","4,350,660"
pimeloylcarnitine,"33,757,636","35,936,792","42,883,064","54,831,700","61,716,408","53,412,752","41,471,132","42,405,260","49,908,784","85,236,904","64,655,168","72,435,296"
pipecolate,"162,695,424","129,607,568","144,686,384","145,532,352","147,642,320","122,186,752","120,141,760","99,027,264","74,757,888","84,348,344","82,042,464","63,466,900"
pro-hydroxy-pro,"3,744,920","2,199,401","2,817,253","4,705,365","3,401,760","2,343,003","3,866,536","2,983,231","2,309,634","2,917,528","2,548,943","3,256,874"
proline,"912,733,184","869,336,064","925,951,296","878,555,264","956,637,632","830,959,296","1,015,743,488","1,074,524,416","1,043,210,560","846,771,072","858,893,056","1,140,553,984"
prolylglycine,"4,496,404","4,274,202","4,908,706","5,241,137","5,183,001","4,439,091","3,825,307","3,995,665","4,585,670","3,668,665","4,625,698","3,892,801"
propionyl CoA,"26,588",,,,"20,028","76,355","61,473","58,664","20,838","57,872","58,287","30,607"
propionylcarnitine,"55,302,524","24,692,194","32,573,520","14,328,132","28,599,420","67,520,808","58,375,196","47,015,196","34,237,300","90,887,152","120,174,128","28,248,072"
propionylglycine,"972,362","116,925","543,014","791,868","1,345,422","602,353","706,587","824,609","314,298","494,916","358,338","136,189"
pseudouridine,"1,733,204","1,275,032","1,492,554","1,560,676","1,808,446","1,777,076","1,675,697","1,984,064","1,146,902","1,125,018","1,242,814","829,521"
pterin,"2,813,906","3,117,653","1,592,097","2,537,945","2,525,703","2,640,988","2,239,086","1,856,752","2,518,631","2,497,540","2,096,725","2,777,348"
putrescine,"1,036,693","1,132,335","1,225,143","1,000,543","731,436","2,022,583","1,085,082","2,445,037","930,592","686,015","980,210","1,023,109"
pyridoxal,"222,586","273,167","333,377","218,410","292,457","188,214","257,044","252,352","200,974","177,852","146,036","199,030"
pyridoxal phosphate,"903,306","1,115,891","1,263,833","1,473,943","992,894","1,310,806","619,036","854,131","871,782","633,794","703,670","1,200,596"
pyridoxamine,"693,632","840,949","1,057,728","1,199,318","1,302,674","945,107","705,479","1,201,289","747,023","447,589","574,483","768,550"
pyridoxamine phosphate,"19,816,582","18,475,236","20,321,956","21,473,098","24,950,230","23,311,292","25,228,452","22,986,680","23,171,500","21,015,698","22,394,116","24,020,788"
pyridoxate,"1,743,370","1,715,425","2,130,229","2,829,428","3,015,171","3,220,176","2,175,146","1,955,581","2,950,036","2,606,768","1,310,901","1,635,197"
pyroglutamine*,"32,954,376","29,305,024","30,703,804","28,841,322","6,963,605","8,682,777","8,992,659","9,317,945","7,537,621","5,897,215","8,753,389","6,425,315"
pyruvate,"4,425,825","3,688,347","3,082,662","4,196,817","3,943,935","4,908,748","3,332,228","4,937,150","3,972,963","3,790,920","3,104,081","3,338,734"
quinolinate,,,,,,"104,492","131,068","46,126",,"84,803",,
retinal,"3,510,603","6,365,810","5,419,184","4,547,006","778,681","779,407","726,827","764,227","1,581,805","1,292,917","1,567,938","1,118,374"
retinol (Vitamin A),"31,100,166","131,697,480","200,951,696","36,928,336","102,555,464","120,054,744","78,169,392","87,731,144","140,631,776","120,343,664","142,566,560","145,636,160"
ribitol,"853,164","720,896","1,483,631","2,185,811","1,791,938","1,659,045","743,007","1,294,487","1,712,981","420,524","652,825","547,623"
riboflavin (Vitamin B2),"7,100,296","4,823,502","6,898,506","12,243,202","10,869,803","7,733,619","7,009,183","8,954,090","4,874,311","4,992,218","5,944,582","6,633,504"
ribonate,"46,556,400","60,852,220","49,184,904","55,650,704","34,232,864","44,611,148","51,158,168","50,152,772","35,308,492","24,680,556","27,185,174","28,534,346"
ribose,"18,903,290","16,071,290","18,485,720","16,605,113","28,570,944","30,497,560","22,157,636","29,159,888","18,798,588","13,494,039","24,493,144","16,693,423"
ribose 1-phosphate,"8,166,947","7,295,762","5,985,947","7,125,615","5,096,209","5,706,335","5,874,261","4,780,172","4,181,933","9,335,107","4,357,209","7,290,016"
ribulose/xylulose,"1,807,792","1,749,761","1,760,825","1,403,521","2,057,177","2,879,056","2,006,103","2,511,377","1,933,379","1,570,288","2,257,891","1,876,888"
S-(3-hydroxypropyl)mercapturic acid (HPMA),"68,511","51,149","50,545","58,674","79,385","73,377","70,159","104,188","80,231","98,873","52,773","115,259"
S-1-pyrroline-5-carboxylate,"15,734,303","25,285,924","23,479,580","21,584,412","31,151,046","25,480,988","47,200,376","32,683,674","39,754,660","38,317,572","18,624,462","46,453,376"
S-adenosylhomocysteine (SAH),"8,761,175","7,060,290","9,405,276","7,672,911","9,063,265","9,422,641","8,397,724","8,208,150","7,618,287","8,175,377","7,062,058","7,161,925"
S-adenosylmethionine (SAM),"6,074,922","12,598,150","8,858,886","5,569,330","4,270,792","5,617,199","4,586,225","5,869,214","5,186,709","6,596,677","7,605,173","12,314,820"
S-lactoylglutathione,"153,742","285,417","277,758","201,429","283,320","174,655","292,992","138,606","141,727","337,881","195,487","627,841"
S-methylcysteine,"1,324,869","1,134,151","1,219,136","1,704,689","1,512,112","892,656","833,258","1,704,352","625,669","501,121",,"819,425"
S-methylglutathione,"20,657,394","26,219,492","28,226,756","27,511,524","22,247,348","20,243,888","26,308,192","26,378,894","33,316,808","25,520,850","27,374,506","43,610,164"
S-methylmethionine,"53,090,060","47,667,264","49,079,896","44,204,248","464,257","459,394","156,676","245,530","350,906","156,495","538,231","211,418"
saccharopine,"231,285","375,563","623,607","189,056","369,610","639,485","1,309,422","355,128","1,522,878","1,232,947","1,123,761","1,441,757"
salicylate,"104,718","91,123",,"122,951","104,751",,"77,691","49,964","92,410","95,247",,"99,402"
sarcosine (N-Methylglycine),"51,248,500","37,564,344","51,428,132","28,328,064","49,818,296","65,794,452","54,019,152","42,343,768","60,755,184","45,660,316","62,018,080","44,505,884"
sebacate (decanedioate),"245,206","158,405","246,452","168,547","328,751","271,084","206,877","279,623","250,044","226,411","353,513","324,475"
sedoheptulose-7-phosphate,"2,835,190","2,464,467","3,106,581","2,724,566","4,545,557","3,983,728","3,403,552","2,994,384","5,686,779","5,652,107","3,693,130","5,932,047"
serine,"347,435,584","251,829,248","305,236,800","290,722,816","301,639,680","250,927,328","276,375,712","301,804,448","278,649,120","234,806,000","276,797,376","236,092,160"
serotonin,"2,413,852","2,539,138","2,225,586","2,127,350","2,424,346","4,215,541","1,945,820","3,424,054","3,007,884","3,903,856","5,426,842","3,026,151"
spermidine,"12,078,335","12,757,087","9,865,998","12,463,184","10,446,450","17,539,110","12,683,824","13,203,817","14,487,588","10,726,562","7,972,484","14,107,206"
sphinganine,"9,142,925","8,221,699","9,100,487","7,439,789","15,293,814","14,701,738","14,217,484","12,204,669","10,159,498","12,688,799","17,217,240","12,945,745"
"sphingomyelin (d18:1/14:0, d16:1/16:0)*","911,752","868,553","1,072,407","881,430","1,879,081","2,288,848","2,165,857","1,556,817","1,710,127","2,068,697","2,146,126","1,919,489"
"sphingomyelin (d18:1/15:0, d16:1/17:0)*","4,942,873","4,665,781","4,443,929","5,148,029","6,270,961","6,878,240","7,357,326","5,230,846","6,301,548","6,975,154","8,043,683","6,934,150"
"sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)",,,"403,521",,"4,183,472","4,747,200","4,025,471","4,083,343","4,146,072","4,875,723","5,153,468","5,693,754"
"sphingomyelin (d18:1/18:1, d18:2/18:0)",,,,,"1,074,673","495,693","826,012","769,094","263,091","1,108,773","1,415,725","1,171,016"
"sphingomyelin (d18:1/20:0, d16:1/22:0)*","25,363,672","25,282,408","25,272,122","27,082,084","48,762,204","58,030,584","50,789,988","49,153,016","34,753,324","47,387,336","44,553,896","43,707,152"
"sphingomyelin (d18:1/20:1, d18:2/20:0)*","1,085,137","1,459,575","1,308,320","1,138,176","3,191,349","4,464,781","2,982,042","3,574,058","2,473,617","2,812,692","3,343,606","2,913,269"
"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*","16,256,658","15,860,969","13,598,137","17,649,262","22,296,188","27,814,436","27,458,218","27,591,532","17,505,794","22,812,980","17,536,288","21,502,200"
"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*","37,136,888","40,931,076","42,920,796","42,238,712","23,389,192","51,565,136","48,638,616","50,088,368","37,826,684","41,594,092","41,398,432","45,288,940"
